group,trial,projection_seed,entity_type,from_checkpoint,to_checkpoint,from_role,to_role,count
異なる射影,5,20265849,Edge,5,10,無関係文専用,無関係文専用,18
異なる射影,5,20265849,Edge,5,10,類似文専用,類似文専用,8
異なる射影,5,20265849,Edge,10,20,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Edge,10,20,学習・類似共有,学習・類似共有,16
異なる射影,5,20265849,Edge,10,20,学習文専用,学習・類似共有,1
異なる射影,5,20265849,Edge,10,20,学習文専用,学習文専用,8
異なる射影,5,20265849,Edge,10,20,未登場,学習・類似共有,3
異なる射影,5,20265849,Edge,10,20,無関係文専用,学習・無関係共有,1
異なる射影,5,20265849,Edge,10,20,無関係文専用,無関係文専用,17
異なる射影,5,20265849,Edge,10,20,類似文専用,学習・類似共有,1
異なる射影,5,20265849,Edge,10,20,類似文専用,類似文専用,8
異なる射影,5,20265849,Edge,20,50,学習・無関係共有,全共有幹線,1
異なる射影,5,20265849,Edge,20,50,学習・無関係共有,学習・無関係共有,3
異なる射影,5,20265849,Edge,20,50,学習・類似共有,学習・類似共有,21
異なる射影,5,20265849,Edge,20,50,学習文専用,学習文専用,8
異なる射影,5,20265849,Edge,20,50,未登場,全共有幹線,1
異なる射影,5,20265849,Edge,20,50,未登場,学習・類似共有,1
異なる射影,5,20265849,Edge,20,50,未登場,学習文専用,2
異なる射影,5,20265849,Edge,20,50,未登場,無関係文専用,1
異なる射影,5,20265849,Edge,20,50,無関係文専用,消失,2
異なる射影,5,20265849,Edge,20,50,無関係文専用,無関係文専用,15
異なる射影,5,20265849,Edge,20,50,類似文専用,類似文専用,8
