group,trial,projection_seed,label,text,entity_type,entity,first_checkpoint,last_checkpoint,appearances,possible_stages_from_birth,survival_fraction,longest_consecutive_stages,survived_to_final,continuous_to_final,category
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[235, 362]",10,50,3,3,1.0,3,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[169, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[302, 461]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[84, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[165, 276]",10,10,1,3,0.33333333,1,0,0,一時経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[1, 512]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[405, 587]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[201, 235]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[405, 489]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[349, 545]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[165, 306]",10,10,1,3,0.33333333,1,0,0,一時経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[212, 509]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[461, 509]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[135, 155]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[277, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[302, 579]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[51, 155]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[148, 536]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[84, 277]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[99, 302]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[144, 148]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[241, 572]",20,50,2,2,1.0,2,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[271, 362]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[241, 483]",50,50,1,1,1.0,1,1,1,定着した成長経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[212, 224]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,類似文,今日の天気は最高だ,edge,"[1, 443]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,386,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,134,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,518,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,395,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,142,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,400,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,277,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,27,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,160,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,295,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,172,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,301,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,556,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,304,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,563,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,184,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,451,0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,200,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,329,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,335,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,80,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,209,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,84,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,341,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,479,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,225,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,490,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,492,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,119,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,node,382,0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[295, 335]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[209, 329]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[400, 479]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[84, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[395, 479]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[160, 225]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[172, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[304, 382]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[142, 335]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[160, 490]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[386, 518]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[277, 492]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[341, 556]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[200, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[184, 490]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[225, 451]",0,20,5,6,0.83333333,5,0,0,一時経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[329, 563]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[84, 277]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[301, 382]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[119, 341]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[27, 386]",0,50,6,6,1.0,6,1,1,中核経路
固定射影,5,20260804,無関係文,犬は公園を走っている,edge,"[172, 304]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,0,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,261,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,26,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,290,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,43,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,560,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,561,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,53,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,568,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,569,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,319,10,50,3,3,1.0,3,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,69,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,584,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,586,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,80,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,592,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,348,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,94,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,357,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,111,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,372,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,374,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,126,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,384,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,393,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,141,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,145,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,413,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,414,20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,160,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,425,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,182,10,50,3,3,1.0,3,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,439,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,184,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,452,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,455,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,218,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,219,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,225,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,490,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,node,496,20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[26, 561]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[141, 374]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[141, 560]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[218, 496]",20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[43, 357]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[69, 141]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[26, 414]",20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[182, 439]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[384, 455]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[111, 586]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[374, 560]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[182, 393]",10,50,3,3,1.0,3,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[111, 592]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[160, 225]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[126, 372]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[348, 452]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[357, 586]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[53, 452]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[160, 490]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[261, 319]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[53, 348]",10,50,3,3,1.0,3,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[94, 218]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[219, 569]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[0, 455]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[94, 413]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[184, 490]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[184, 569]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[0, 290]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[126, 319]",10,50,3,3,1.0,3,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[80, 145]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[372, 561]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[0, 384]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[219, 568]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,学習文,今日は晴れて気持ちいい,edge,"[0, 393]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,4,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,138,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,139,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,396,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,141,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,148,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,22,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,280,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,281,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,536,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,544,0,10,4,6,0.66666667,4,0,0,一時経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,160,20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,425,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,426,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,301,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,174,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,560,5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,53,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,565,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,184,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,569,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,568,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,452,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,69,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,200,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,77,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,469,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,219,20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,348,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,226,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,484,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,230,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,490,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,374,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,node,382,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[22, 536]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[141, 374]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[141, 560]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[69, 141]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[301, 396]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[374, 560]",5,50,4,4,1.0,4,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[77, 138]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[425, 565]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[348, 452]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[53, 452]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[160, 490]",20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[396, 544]",0,10,4,6,0.66666667,4,0,0,一時経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[139, 174]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[53, 348]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[200, 382]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[219, 569]",20,50,2,2,1.0,2,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[184, 490]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[226, 230]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[230, 426]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[148, 536]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[184, 569]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[139, 280]",0,20,5,6,0.83333333,5,0,0,一時経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[280, 469]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[174, 280]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[301, 382]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[219, 568]",50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[425, 484]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,類似文,今日の天気は最高だ,edge,"[138, 281]",0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,516,50,50,1,1,1.0,1,1,1,定着した成長経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,519,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,268,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,15,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,145,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,404,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,536,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,283,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,413,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,295,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,551,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,304,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,573,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,63,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,65,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,451,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,581,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,80,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,466,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,213,0,50,6,6,1.0,6,1,1,中核経路
異なる射影,1,20261813,無関係文,犬は公園を走っている,node,218,0,50,6,6,1.0,6,1,1,中核経路
